hotel,arrival_date,arrival_date_year,arrival_month_num,arrival_date_month,lead_time,total_nights,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,total_guests,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,customer_type,adr,booking_revenue,required_car_parking_spaces,total_of_special_requests,is_canceled,is_canceled_flag,reservation_status,reservation_status_date
City Hotel,2016-12-03,2016,12,December,0,3,2,1,2,0.0,0,2.0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,Transient,113.67,341.01,0,0,1,Yes,Canceled,2016-12-03
City Hotel,2016-12-03,2016,12,December,48,3,2,1,2,0.0,0,2.0,HB,ESP,Direct,Direct,0,0,0,A,A,1,No Deposit,Transient,115.2,345.6,0,0,1,Yes,Canceled,2016-11-29
City Hotel,2016-12-03,2016,12,December,107,3,2,1,2,2.0,0,4.0,BB,ESP,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,Transient,156.6,469.79999999999995,0,1,1,Yes,Canceled,2016-10-13
City Hotel,2016-12-03,2016,12,December,23,3,2,1,3,0.0,0,3.0,BB,TUR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,Transient,154.0,462.0,0,1,1,Yes,Canceled,2016-11-14
City Hotel,2016-12-03,2016,12,December,77,3,2,1,2,1.0,0,3.0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,Transient,109.8,329.4,0,0,1,Yes,Canceled,2016-10-15
City Hotel,2016-12-03,2016,12,December,25,3,2,1,3,0.0,0,3.0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,Transient,154.0,462.0,0,0,1,Yes,Canceled,2016-11-08
City Hotel,2016-12-03,2016,12,December,15,3,2,1,2,0.0,0,2.0,HB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,Transient,119.0,357.0,0,0,1,Yes,Canceled,2016-11-24
City Hotel,2016-12-03,2016,12,December,271,3,2,1,2,0.0,0,2.0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,Transient-Party,78.3,234.89999999999998,0,0,1,Yes,Canceled,2016-11-08
City Hotel,2016-12-03,2016,12,December,72,3,2,1,2,1.0,0,3.0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,Transient,109.8,329.4,0,2,1,Yes,Canceled,2016-10-14
City Hotel,2016-12-03,2016,12,December,132,4,2,2,3,0.0,0,3.0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,Transient,119.0,476.0,0,1,1,Yes,Canceled,2016-08-19
City Hotel,2016-12-03,2016,12,December,32,4,2,2,2,0.0,0,2.0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,Transient,104.0,416.0,0,0,1,Yes,Canceled,2016-11-17
City Hotel,2016-12-03,2016,12,December,70,4,2,2,2,0.0,0,2.0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,Transient,74.8,299.2,0,1,1,Yes,Canceled,2016-10-01
City Hotel,2016-12-03,2016,12,December,14,4,2,2,2,0.0,0,2.0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,Transient,98.39,393.56,0,0,1,Yes,Canceled,2016-11-19
City Hotel,2016-12-03,2016,12,December,16,4,2,2,2,0.0,0,2.0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,Transient,89.89,359.56,0,1,1,Yes,Canceled,2016-11-22
City Hotel,2016-12-03,2016,12,December,9,4,2,2,2,0.0,0,2.0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,Transient,89.89,359.56,0,0,1,Yes,Canceled,2016-11-24
City Hotel,2016-12-03,2016,12,December,70,4,2,2,2,0.0,0,2.0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,Transient,74.8,299.2,0,2,1,Yes,Canceled,2016-10-01
City Hotel,2016-12-03,2016,12,December,12,5,2,3,2,0.0,0,2.0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,Transient,89.59,447.95000000000005,0,0,1,Yes,Canceled,2016-11-23
City Hotel,2016-12-03,2016,12,December,17,6,2,4,2,0.0,0,2.0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,Transient,98.39,590.34,0,0,1,Yes,Canceled,2016-11-29
City Hotel,2016-12-03,2016,12,December,13,6,2,4,2,0.0,0,2.0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,Transient,89.39,536.34,0,0,1,Yes,Canceled,2016-11-29
City Hotel,2016-12-03,2016,12,December,21,7,2,5,2,0.0,0,2.0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,Transient,97.75,684.25,0,1,1,Yes,Canceled,2016-11-22
City Hotel,2016-12-03,2016,12,December,70,7,2,5,3,0.0,0,3.0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,Transient,167.45,1172.1499999999999,0,1,1,Yes,Canceled,2016-10-01
City Hotel,2016-12-03,2016,12,December,31,16,5,11,1,0.0,0,1.0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,Transient,66.29,1060.64,0,0,1,Yes,Canceled,2016-11-03
City Hotel,2016-12-04,2016,12,December,5,1,1,0,2,2.0,0,4.0,BB,CHN,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,Transient,156.6,156.6,0,0,1,Yes,Canceled,2016-11-29
City Hotel,2016-12-04,2016,12,December,12,2,2,0,2,0.0,0,2.0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,Transient,104.0,208.0,0,0,1,Yes,Canceled,2016-11-28
City Hotel,2016-12-04,2016,12,December,104,2,2,0,2,1.0,0,3.0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,Transient,109.8,219.6,0,1,1,Yes,Canceled,2016-11-17
City Hotel,2016-12-04,2016,12,December,20,2,2,0,1,0.0,0,1.0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,Transient,67.0,134.0,0,0,1,Yes,Canceled,2016-11-16
City Hotel,2016-12-04,2016,12,December,47,2,2,0,3,0.0,0,3.0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,Transient,98.1,196.2,0,2,1,Yes,Canceled,2016-12-01
City Hotel,2016-12-04,2016,12,December,20,2,2,0,1,0.0,0,1.0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,Transient,67.0,134.0,0,0,1,Yes,Canceled,2016-11-16
City Hotel,2016-12-04,2016,12,December,23,2,2,0,1,0.0,0,1.0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,Transient,96.0,192.0,0,1,1,Yes,Canceled,2016-11-18
City Hotel,2016-12-04,2016,12,December,12,2,2,0,2,0.0,0,2.0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,Transient,104.0,208.0,0,0,1,Yes,Canceled,2016-11-28
City Hotel,2016-12-04,2016,12,December,104,2,2,0,2,1.0,0,3.0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,Transient,109.8,219.6,0,1,1,Yes,Canceled,2016-11-17
City Hotel,2016-12-04,2016,12,December,23,2,2,0,1,0.0,0,1.0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,Transient,96.0,192.0,0,1,1,Yes,Canceled,2016-11-18
City Hotel,2016-12-04,2016,12,December,216,3,2,1,2,0.0,0,2.0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,Transient,67.5,202.5,0,0,1,Yes,Canceled,2016-05-02
City Hotel,2016-12-04,2016,12,December,120,3,2,1,2,0.0,0,2.0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,Transient,79.2,237.60000000000002,0,0,1,Yes,Canceled,2016-08-23
City Hotel,2016-12-04,2016,12,December,51,4,2,2,2,0.0,1,3.0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,Transient,68.0,272.0,0,1,1,Yes,Canceled,2016-11-04
City Hotel,2016-12-04,2016,12,December,67,4,2,2,3,0.0,0,3.0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,Transient,119.0,476.0,0,1,1,Yes,Canceled,2016-10-26
City Hotel,2016-12-04,2016,12,December,59,4,2,2,2,0.0,0,2.0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,Transient,96.9,387.6,0,1,1,Yes,Canceled,2016-10-12
City Hotel,2016-12-04,2016,12,December,29,4,2,2,3,0.0,0,3.0,HB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,Transient,211.0,844.0,0,1,1,Yes,Canceled,2016-11-05
City Hotel,2016-12-04,2016,12,December,59,4,2,2,3,0.0,0,3.0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,Transient,119.0,476.0,0,1,1,Yes,Canceled,2016-10-11
City Hotel,2016-12-04,2016,12,December,59,4,2,2,3,0.0,0,3.0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,Transient,119.0,476.0,0,1,1,Yes,Canceled,2016-10-11
City Hotel,2016-12-04,2016,12,December,40,4,2,2,3,0.0,0,3.0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,Transient,130.9,523.6,0,2,1,Yes,Canceled,2016-11-10
City Hotel,2016-12-04,2016,12,December,52,4,2,2,2,0.0,0,2.0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,Transient,74.8,299.2,0,0,1,Yes,Canceled,2016-10-14
City Hotel,2016-12-04,2016,12,December,52,4,2,2,2,0.0,0,2.0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,Transient,74.8,299.2,0,0,1,Yes,Canceled,2016-10-14
City Hotel,2016-12-04,2016,12,December,124,6,2,4,2,0.0,0,2.0,SC,RUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,Transient,74.8,448.79999999999995,0,0,1,Yes,Canceled,2016-08-02
City Hotel,2016-12-04,2016,12,December,26,6,2,4,2,0.0,0,2.0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,Transient,114.0,684.0,0,1,1,Yes,Canceled,2016-11-24
City Hotel,2016-12-04,2016,12,December,195,6,2,4,2,0.0,0,2.0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,Transient,72.0,432.0,0,0,1,Yes,No-Show,2016-12-04
City Hotel,2016-12-04,2016,12,December,60,7,2,5,2,0.0,0,2.0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,Transient,85.75,600.25,0,1,1,Yes,Canceled,2016-10-25
City Hotel,2016-12-04,2016,12,December,35,7,2,5,2,0.0,0,2.0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,Transient,74.8,523.6,0,2,1,Yes,Canceled,2016-11-25
City Hotel,2016-12-04,2016,12,December,31,15,5,10,1,0.0,0,1.0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,Transient,66.29,994.3500000000001,0,1,1,Yes,Canceled,2016-11-18
City Hotel,2016-12-04,2016,12,December,31,15,5,10,1,0.0,0,1.0,SC,USA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,Transient,87.41,1311.1499999999999,0,2,1,Yes,No-Show,2016-12-04
City Hotel,2016-12-04,2016,12,December,28,5,2,3,2,0.0,0,2.0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,Transient,74.8,374.0,0,1,1,Yes,Canceled,2016-11-15
City Hotel,2016-12-04,2016,12,December,48,5,2,3,2,0.0,0,2.0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,Transient,88.4,442.0,0,1,1,Yes,Canceled,2016-11-22
City Hotel,2016-12-05,2016,12,December,3,1,1,0,1,0.0,0,1.0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,Transient,137.0,137.0,0,0,1,Yes,Canceled,2016-12-05
City Hotel,2016-12-05,2016,12,December,12,1,1,0,2,0.0,0,2.0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,Transient,88.0,88.0,0,0,1,Yes,Canceled,2016-11-24
City Hotel,2016-12-05,2016,12,December,96,2,1,1,2,0.0,0,2.0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,Transient,79.2,158.4,0,2,1,Yes,Canceled,2016-09-05
City Hotel,2016-12-05,2016,12,December,102,2,1,1,2,0.0,0,2.0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,Transient,79.2,158.4,0,0,1,Yes,Canceled,2016-08-31
City Hotel,2016-12-05,2016,12,December,20,3,1,2,2,0.0,0,2.0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,Transient,88.0,264.0,0,1,1,Yes,Canceled,2016-11-21
City Hotel,2016-12-05,2016,12,December,283,3,1,2,1,0.0,0,1.0,BB,PRT,Corporate,Corporate,0,0,0,E,E,0,Non Refund,Transient-Party,106.0,318.0,0,0,1,Yes,Canceled,2016-08-29
City Hotel,2016-12-05,2016,12,December,71,3,1,2,2,0.0,0,2.0,SC,LUX,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,Transient,79.2,237.60000000000002,0,1,1,Yes,Canceled,2016-11-18
City Hotel,2016-12-05,2016,12,December,147,3,1,2,2,0.0,0,2.0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,Transient,90.0,270.0,0,0,1,Yes,Canceled,2016-07-12
City Hotel,2016-12-05,2016,12,December,73,3,1,2,3,0.0,0,3.0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,Transient,140.0,420.0,0,2,1,Yes,Canceled,2016-11-28
City Hotel,2016-12-05,2016,12,December,102,4,1,3,2,0.0,0,2.0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,Transient,68.0,272.0,0,0,1,Yes,Canceled,2016-10-15
City Hotel,2016-12-05,2016,12,December,112,4,1,3,2,0.0,0,2.0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,Transient,126.3,505.2,0,2,1,Yes,Canceled,2016-11-23
City Hotel,2016-12-05,2016,12,December,6,4,1,3,2,0.0,0,2.0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,Transient,88.4,353.6,0,1,1,Yes,Canceled,2016-12-02
City Hotel,2016-12-05,2016,12,December,35,4,1,3,2,0.0,0,2.0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,Transient,88.4,353.6,0,2,1,Yes,Canceled,2016-11-13
City Hotel,2016-12-05,2016,12,December,30,4,1,3,2,0.0,0,2.0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,Transient,74.8,299.2,0,1,1,Yes,Canceled,2016-11-15
City Hotel,2016-12-05,2016,12,December,33,4,1,3,2,0.0,0,2.0,SC,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,Transient,59.5,238.0,0,0,1,Yes,Canceled,2016-11-04
City Hotel,2016-12-05,2016,12,December,41,5,1,4,2,0.0,0,2.0,SC,AGO,Direct,Direct,0,0,0,A,A,0,No Deposit,Transient,88.0,440.0,0,0,1,Yes,Canceled,2016-10-26
City Hotel,2016-12-05,2016,12,December,74,5,1,4,2,0.0,0,2.0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,Transient,88.4,442.0,0,3,1,Yes,Canceled,2016-09-30
City Hotel,2016-12-05,2016,12,December,1,8,3,5,2,0.0,0,2.0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,Transient,77.03,616.24,0,1,1,Yes,No-Show,2016-12-05
City Hotel,2016-12-05,2016,12,December,18,14,4,10,1,0.0,0,1.0,SC,AGO,Direct,Direct,0,0,0,A,A,0,No Deposit,Transient,89.0,1246.0,0,0,1,Yes,Canceled,2016-11-21
City Hotel,2016-12-05,2016,12,December,18,14,4,10,1,0.0,0,1.0,SC,AGO,Direct,Direct,0,0,0,A,A,0,No Deposit,Transient,89.0,1246.0,0,0,1,Yes,Canceled,2016-11-21
City Hotel,2016-12-06,2016,12,December,11,1,0,1,2,0.0,0,2.0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,Transient,88.0,88.0,0,0,1,Yes,Canceled,2016-11-29
City Hotel,2016-12-06,2016,12,December,348,1,0,1,2,0.0,0,2.0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,Transient,62.64,62.64,0,0,1,Yes,Canceled,2016-09-02
City Hotel,2016-12-06,2016,12,December,103,1,0,1,3,0.0,0,3.0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,Transient,126.0,126.0,0,0,1,Yes,Canceled,2016-12-03
City Hotel,2016-12-06,2016,12,December,8,1,0,1,1,0.0,0,1.0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,Transient,72.38,72.38,0,1,1,Yes,No-Show,2016-12-06
City Hotel,2016-12-06,2016,12,December,88,1,0,1,2,0.0,0,2.0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,Transient,88.0,88.0,0,0,1,Yes,Canceled,2016-11-28
City Hotel,2016-12-06,2016,12,December,77,2,0,2,2,0.0,0,2.0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,Transient,79.2,158.4,0,2,1,Yes,Canceled,2016-11-30
City Hotel,2016-12-06,2016,12,December,102,2,0,2,1,0.0,0,1.0,BB,ITA,Online TA,TA/TO,0,0,0,A,B,1,No Deposit,Transient,86.4,172.8,0,2,1,Yes,Canceled,2016-11-17
City Hotel,2016-12-06,2016,12,December,349,1,0,1,1,0.0,0,1.0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,Transient,72.9,72.9,0,0,1,Yes,Canceled,2015-12-23
City Hotel,2016-12-06,2016,12,December,101,1,0,1,2,0.0,0,2.0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,Transient,79.2,79.2,0,1,1,Yes,Canceled,2016-10-20
City Hotel,2016-12-06,2016,12,December,77,2,0,2,2,0.0,0,2.0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,Transient,79.2,158.4,0,2,1,Yes,Canceled,2016-11-30
City Hotel,2016-12-06,2016,12,December,102,2,0,2,1,0.0,0,1.0,BB,ITA,Online TA,TA/TO,0,0,0,A,B,1,No Deposit,Transient,86.4,172.8,0,2,1,Yes,Canceled,2016-11-17
City Hotel,2016-12-06,2016,12,December,280,3,0,3,2,1.0,0,3.0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,Transient,94.5,283.5,0,2,1,Yes,Canceled,2016-10-19
City Hotel,2016-12-06,2016,12,December,94,3,0,3,2,1.0,0,3.0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,Transient,109.8,329.4,0,0,1,Yes,Canceled,2016-09-04
City Hotel,2016-12-06,2016,12,December,27,3,0,3,2,0.0,0,2.0,HB,ITA,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,Transient,142.0,426.0,0,1,1,Yes,Canceled,2016-11-29
City Hotel,2016-12-06,2016,12,December,13,3,0,3,3,0.0,0,3.0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,Transient,154.0,462.0,0,0,1,Yes,Canceled,2016-11-25
City Hotel,2016-12-06,2016,12,December,51,3,0,3,2,1.0,0,3.0,BB,ITA,Online TA,TA/TO,0,0,0,A,D,5,No Deposit,Transient,109.8,329.4,0,2,1,Yes,Canceled,2016-10-30
City Hotel,2016-12-06,2016,12,December,280,3,0,3,2,0.0,0,2.0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,Transient,78.3,234.89999999999998,0,2,1,Yes,Canceled,2016-10-19
City Hotel,2016-12-06,2016,12,December,303,4,0,4,2,0.0,0,2.0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,Transient,73.95,295.8,0,1,1,Yes,Canceled,2016-10-29
City Hotel,2016-12-06,2016,12,December,133,4,0,4,2,1.0,0,3.0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,Transient,100.3,401.2,0,1,1,Yes,Canceled,2016-10-28
City Hotel,2016-12-06,2016,12,December,99,4,0,4,2,0.0,0,2.0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,Transient,74.8,299.2,0,1,1,Yes,Canceled,2016-11-28
City Hotel,2016-12-06,2016,12,December,113,4,0,4,2,0.0,0,2.0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,Transient,117.3,469.2,0,3,1,Yes,Canceled,2016-08-21
City Hotel,2016-12-06,2016,12,December,112,4,0,4,2,1.0,0,3.0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,Transient,100.3,401.2,0,2,1,Yes,Canceled,2016-10-31
City Hotel,2016-12-06,2016,12,December,51,4,0,4,2,1.0,0,3.0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,Transient,103.7,414.8,0,2,1,Yes,Canceled,2016-10-18
City Hotel,2016-12-06,2016,12,December,112,4,0,4,2,0.0,0,2.0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,Transient,97.75,391.0,0,1,1,Yes,Canceled,2016-10-31
City Hotel,2016-12-06,2016,12,December,109,6,1,5,2,0.0,0,2.0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,Transient,88.4,530.4000000000001,0,3,1,Yes,Canceled,2016-09-22
City Hotel,2016-12-06,2016,12,December,43,6,1,5,2,0.0,0,2.0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,Transient,83.2,499.20000000000005,0,0,1,Yes,Canceled,2016-10-24
City Hotel,2016-12-06,2016,12,December,14,6,1,5,1,0.0,0,1.0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,Transient,76.78,460.68,0,0,1,Yes,Canceled,2016-11-25
City Hotel,2016-12-06,2016,12,December,14,7,2,5,1,0.0,0,1.0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,Transient,90.1,630.6999999999999,0,0,1,Yes,Canceled,2016-11-25
City Hotel,2016-12-06,2016,12,December,26,7,2,5,1,0.0,0,1.0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,Transient,88.4,618.8000000000001,0,3,1,Yes,Canceled,2016-11-21
City Hotel,2016-12-06,2016,12,December,21,7,2,5,2,0.0,0,2.0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,Transient,90.1,630.6999999999999,0,1,1,Yes,Canceled,2016-12-02
City Hotel,2016-12-07,2016,12,December,112,1,0,1,2,0.0,0,2.0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,Transient,90.0,90.0,0,1,1,Yes,Canceled,2016-11-19
City Hotel,2016-12-07,2016,12,December,62,1,0,1,2,0.0,0,2.0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,Transient,102.6,102.6,0,2,1,Yes,Canceled,2016-11-21
City Hotel,2016-12-07,2016,12,December,15,1,0,1,1,0.0,0,1.0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,Transient,65.0,65.0,0,0,1,Yes,Canceled,2016-12-05
City Hotel,2016-12-07,2016,12,December,103,1,0,1,2,0.0,0,2.0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,Transient,93.6,93.6,0,2,1,Yes,Canceled,2016-09-08
City Hotel,2016-12-07,2016,12,December,56,3,0,3,2,0.0,0,2.0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,Transient,93.6,280.79999999999995,0,0,1,Yes,Canceled,2016-10-13
City Hotel,2016-12-07,2016,12,December,80,3,0,3,2,0.0,0,2.0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,Transient,79.2,237.60000000000002,0,0,1,Yes,Canceled,2016-09-18
City Hotel,2016-12-07,2016,12,December,56,3,0,3,2,0.0,0,2.0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,Transient,93.6,280.79999999999995,0,0,1,Yes,Canceled,2016-10-13
City Hotel,2016-12-07,2016,12,December,66,3,0,3,2,0.0,0,2.0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,Transient,102.6,307.79999999999995,0,1,1,Yes,Canceled,2016-10-12
City Hotel,2016-12-07,2016,12,December,27,3,0,3,2,0.0,0,2.0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,Transient,104.0,312.0,0,2,1,Yes,Canceled,2016-11-20
City Hotel,2016-12-07,2016,12,December,27,3,0,3,2,0.0,0,2.0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,Transient,113.0,339.0,0,2,1,Yes,Canceled,2016-11-20
City Hotel,2016-12-07,2016,12,December,52,3,0,3,2,0.0,0,2.0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,Transient,79.2,237.60000000000002,0,2,1,Yes,Canceled,2016-10-18
City Hotel,2016-12-07,2016,12,December,46,3,0,3,1,0.0,0,1.0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,Transient,86.4,259.20000000000005,0,0,1,Yes,Canceled,2016-10-22
City Hotel,2016-12-07,2016,12,December,37,3,0,3,2,0.0,0,2.0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,Transient,104.0,312.0,0,1,1,Yes,Canceled,2016-11-20
City Hotel,2016-12-07,2016,12,December,46,3,0,3,1,0.0,0,1.0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,Transient,86.4,259.20000000000005,0,0,1,Yes,Canceled,2016-10-22
City Hotel,2016-12-07,2016,12,December,27,3,0,3,2,0.0,0,2.0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,Transient,113.0,339.0,0,2,1,Yes,Canceled,2016-11-20
City Hotel,2016-12-07,2016,12,December,95,4,0,4,2,0.0,0,2.0,BB,ITA,Online TA,TA/TO,0,0,0,B,B,1,No Deposit,Transient,77.86,311.44,0,1,1,Yes,Canceled,2016-11-22
City Hotel,2016-12-07,2016,12,December,92,4,0,4,2,1.0,0,3.0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,Transient,103.7,414.8,0,2,1,Yes,Canceled,2016-11-17
City Hotel,2016-12-07,2016,12,December,37,4,0,4,2,0.0,0,2.0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,Transient,74.8,299.2,0,1,1,Yes,Canceled,2016-11-17
City Hotel,2016-12-07,2016,12,December,79,4,0,4,2,0.0,0,2.0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,Transient,88.4,353.6,0,1,1,Yes,Canceled,2016-11-21
City Hotel,2016-12-07,2016,12,December,95,4,0,4,2,0.0,0,2.0,BB,ITA,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,Transient,77.86,311.44,0,2,1,Yes,Canceled,2016-11-22
City Hotel,2016-12-07,2016,12,December,20,3,0,3,2,0.0,0,2.0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,Transient,81.3,243.89999999999998,0,0,1,Yes,Canceled,2016-11-21
City Hotel,2016-12-07,2016,12,December,95,4,0,4,3,0.0,0,3.0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,Transient,119.0,476.0,0,2,1,Yes,Canceled,2016-11-22
